HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.chunk_1_id,Input.chunk_1_start,Input.chunk_1_end,Input.chunk_1_text,Input.chunk_1_url,Input.chunk_2_id,Input.chunk_2_start,Input.chunk_2_end,Input.chunk_2_text,Input.chunk_2_url,Input.chunk_3_id,Input.chunk_3_start,Input.chunk_3_end,Input.chunk_3_text,Input.chunk_3_url,Input.chunk_4_id,Input.chunk_4_start,Input.chunk_4_end,Input.chunk_4_text,Input.chunk_4_url,Input.chunk_5_id,Input.chunk_5_start,Input.chunk_5_end,Input.chunk_5_text,Input.chunk_5_url,Answer.Age,Answer.Gender,Answer.chunk_1_polarity,Answer.chunk_2_polarity,Answer.chunk_3_polarity,Answer.chunk_4_polarity,Answer.chunk_5_polarity,Approve,Reject
3EKTG13IZUGUL61FL1UD7DC5KXZMLY,3P8QI1T9B14IMU69WNL9S8BJ5P6WOB,Analyze the sentiment in text fragments of a review,Analyze the sentiment of five different text fragments from various reviews.,"survey, sentiment",$0.15,Wed May 28 21:48:47 GMT 2014,11,BatchId:1549408;,3600,604800,Thu Jun 05 02:06:00 GMT 2014,,,35USIKEBNSTL7NG2008DKTERYX9N6Y,A3CFBT2CBQQIZY,Approved,Wed May 28 22:26:57 GMT 2014,Wed May 28 22:27:38 GMT 2014,Wed Jun 04 15:27:38 PDT 2014,Tue Jun 03 20:53:28 PDT 2014,,,41,93% (38/41),93% (38/41),0% (0/0),5.4,169,197,"There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'",'ZIZLyheuu_E',13.5,140,155,"I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.",'GHjV4avE88U',36.4,90,106,"Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.",'lNyQuF647QA',7.2,48,56,"Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.",'bKnoqnXe4cU',11.3,92,106,"Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.",'AzJ6ypiGGG0',21-40|USA,Male,3,2,3,3,2
3EKTG13IZUGUL61FL1UD7DC5KXZMLY,3P8QI1T9B14IMU69WNL9S8BJ5P6WOB,Analyze the sentiment in text fragments of a review,Analyze the sentiment of five different text fragments from various reviews.,"survey, sentiment",$0.15,Wed May 28 21:48:47 GMT 2014,11,BatchId:1549408;,3600,604800,Thu Jun 05 02:06:00 GMT 2014,,,392CY0QWG24FEZ1XKW26INYWG7F4IK,ACXKO7WRVOXWQ,Approved,Thu May 29 03:54:04 GMT 2014,Thu May 29 03:55:12 GMT 2014,Wed Jun 04 20:55:12 PDT 2014,Tue Jun 03 20:53:20 PDT 2014,,,68,90% (19/21),90% (19/21),0% (0/0),5.4,169,197,"There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'",'ZIZLyheuu_E',13.5,140,155,"I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.",'GHjV4avE88U',36.4,90,106,"Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.",'lNyQuF647QA',7.2,48,56,"Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.",'bKnoqnXe4cU',11.3,92,106,"Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.",'AzJ6ypiGGG0',41-60|UNITED STATES,Female,3,3,3,3,2
3EKTG13IZUGUL61FL1UD7DC5KXZMLY,3P8QI1T9B14IMU69WNL9S8BJ5P6WOB,Analyze the sentiment in text fragments of a review,Analyze the sentiment of five different text fragments from various reviews.,"survey, sentiment",$0.15,Wed May 28 21:48:47 GMT 2014,11,BatchId:1549408;,3600,604800,Thu Jun 05 02:06:00 GMT 2014,,,39PAAFCODND4HQ0NY42X5K0I48QTV0,A1IBETCTCMFMAJ,Approved,Thu May 29 02:54:46 GMT 2014,Thu May 29 02:58:07 GMT 2014,Wed Jun 04 19:58:07 PDT 2014,Tue Jun 03 20:53:19 PDT 2014,,,201,100% (16/16),100% (16/16),0% (0/0),5.4,169,197,"There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'",'ZIZLyheuu_E',13.5,140,155,"I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.",'GHjV4avE88U',36.4,90,106,"Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.",'lNyQuF647QA',7.2,48,56,"Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.",'bKnoqnXe4cU',11.3,92,106,"Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.",'AzJ6ypiGGG0',21-40|INDIA,Male,3,2,2,3,2
3EKTG13IZUGUL61FL1UD7DC5KXZMLY,3P8QI1T9B14IMU69WNL9S8BJ5P6WOB,Analyze the sentiment in text fragments of a review,Analyze the sentiment of five different text fragments from various reviews.,"survey, sentiment",$0.15,Wed May 28 21:48:47 GMT 2014,11,BatchId:1549408;,3600,604800,Thu Jun 05 02:06:00 GMT 2014,,,39RP059MEI6LVHCXKQALIUBJ78AMBI,AOPG07J95DDJT,Approved,Wed May 28 22:17:06 GMT 2014,Wed May 28 22:19:02 GMT 2014,Wed Jun 04 15:19:02 PDT 2014,Tue Jun 03 20:53:31 PDT 2014,,,116,97% (33/34),97% (33/34),0% (0/0),5.4,169,197,"There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'",'ZIZLyheuu_E',13.5,140,155,"I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.",'GHjV4avE88U',36.4,90,106,"Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.",'lNyQuF647QA',7.2,48,56,"Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.",'bKnoqnXe4cU',11.3,92,106,"Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.",'AzJ6ypiGGG0',21-40|USA,Female,3,2,2,3,2
3EKTG13IZUGUL61FL1UD7DC5KXZMLY,3P8QI1T9B14IMU69WNL9S8BJ5P6WOB,Analyze the sentiment in text fragments of a review,Analyze the sentiment of five different text fragments from various reviews.,"survey, sentiment",$0.15,Wed May 28 21:48:47 GMT 2014,11,BatchId:1549408;,3600,604800,Thu Jun 05 02:06:00 GMT 2014,,,3G5F9DBFOQAECH9SYAL8R1XUTEUHVD,AL8NYDL4JOYL3,Rejected,Thu May 29 01:19:13 GMT 2014,Thu May 29 01:20:54 GMT 2014,Wed Jun 04 18:20:54 PDT 2014,,Wed May 28 19:06:00 PDT 2014,Missed a lot of Gold judgments. Looking through your answers it looks like you either didn't read all of the passages or don't have a full enough understanding of English to make accurate judgments. Thank you for trying to help and sorry I have to reject your input.,101,0% (0/21),0% (0/21),0% (0/0),5.4,169,197,"There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'",'ZIZLyheuu_E',13.5,140,155,"I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.",'GHjV4avE88U',36.4,90,106,"Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.",'lNyQuF647QA',7.2,48,56,"Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.",'bKnoqnXe4cU',11.3,92,106,"Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.",'AzJ6ypiGGG0',41-60|India,Female,3,3,2,3,3
3EKTG13IZUGUL61FL1UD7DC5KXZMLY,3P8QI1T9B14IMU69WNL9S8BJ5P6WOB,Analyze the sentiment in text fragments of a review,Analyze the sentiment of five different text fragments from various reviews.,"survey, sentiment",$0.15,Wed May 28 21:48:47 GMT 2014,11,BatchId:1549408;,3600,604800,Thu Jun 05 02:06:00 GMT 2014,,,3HQUKB7LNGR9UGE8TL44C06LLZLHHP,A24B3SUCSASXTV,Approved,Thu May 29 03:03:28 GMT 2014,Thu May 29 03:04:36 GMT 2014,Wed Jun 04 20:04:36 PDT 2014,Tue Jun 03 20:53:24 PDT 2014,,,68,100% (19/19),100% (19/19),0% (0/0),5.4,169,197,"There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'",'ZIZLyheuu_E',13.5,140,155,"I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.",'GHjV4avE88U',36.4,90,106,"Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.",'lNyQuF647QA',7.2,48,56,"Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.",'bKnoqnXe4cU',11.3,92,106,"Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.",'AzJ6ypiGGG0',21-40|USA,Male,3,3,3,3,3
3EKTG13IZUGUL61FL1UD7DC5KXZMLY,3P8QI1T9B14IMU69WNL9S8BJ5P6WOB,Analyze the sentiment in text fragments of a review,Analyze the sentiment of five different text fragments from various reviews.,"survey, sentiment",$0.15,Wed May 28 21:48:47 GMT 2014,11,BatchId:1549408;,3600,604800,Thu Jun 05 02:06:00 GMT 2014,,,3IHR8NYAM8E7VLO1XRSQRKZ82L74PT,ABMX8XUNPR3LP,Approved,Thu May 29 01:15:35 GMT 2014,Thu May 29 01:16:30 GMT 2014,Wed Jun 04 18:16:30 PDT 2014,Tue Jun 03 20:53:31 PDT 2014,,,55,83% (34/41),83% (34/41),0% (0/0),5.4,169,197,"There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'",'ZIZLyheuu_E',13.5,140,155,"I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.",'GHjV4avE88U',36.4,90,106,"Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.",'lNyQuF647QA',7.2,48,56,"Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.",'bKnoqnXe4cU',11.3,92,106,"Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.",'AzJ6ypiGGG0',21-40|USA,Female,3,3,3,3,3
3EKTG13IZUGUL61FL1UD7DC5KXZMLY,3P8QI1T9B14IMU69WNL9S8BJ5P6WOB,Analyze the sentiment in text fragments of a review,Analyze the sentiment of five different text fragments from various reviews.,"survey, sentiment",$0.15,Wed May 28 21:48:47 GMT 2014,11,BatchId:1549408;,3600,604800,Thu Jun 05 02:06:00 GMT 2014,,,3M1CVSFP61I7XM5X65H64SBIZRSAQ4,A32BIDGWOVYA9T,Approved,Thu May 29 04:47:59 GMT 2014,Thu May 29 05:05:58 GMT 2014,Wed Jun 04 22:05:58 PDT 2014,Tue Jun 03 20:53:30 PDT 2014,,,1079,79% (37/47),79% (37/47),0% (0/0),5.4,169,197,"There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'",'ZIZLyheuu_E',13.5,140,155,"I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.",'GHjV4avE88U',36.4,90,106,"Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.",'lNyQuF647QA',7.2,48,56,"Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.",'bKnoqnXe4cU',11.3,92,106,"Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.",'AzJ6ypiGGG0',21-40|india,Female,5,4,3,4,4
3EKTG13IZUGUL61FL1UD7DC5KXZMLY,3P8QI1T9B14IMU69WNL9S8BJ5P6WOB,Analyze the sentiment in text fragments of a review,Analyze the sentiment of five different text fragments from various reviews.,"survey, sentiment",$0.15,Wed May 28 21:48:47 GMT 2014,11,BatchId:1549408;,3600,604800,Thu Jun 05 02:06:00 GMT 2014,,,3QBD8R3Z22WPALC0IRFB2KUISGE4OF,A1TQYQG3VFJTWW,Approved,Thu May 29 03:59:25 GMT 2014,Thu May 29 04:02:32 GMT 2014,Wed Jun 04 21:02:32 PDT 2014,Tue Jun 03 20:53:23 PDT 2014,,,187,92% (44/48),92% (44/48),100% (5/5),5.4,169,197,"There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'",'ZIZLyheuu_E',13.5,140,155,"I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.",'GHjV4avE88U',36.4,90,106,"Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.",'lNyQuF647QA',7.2,48,56,"Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.",'bKnoqnXe4cU',11.3,92,106,"Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.",'AzJ6ypiGGG0',21-40|INDIA,Female,1,2,1,4,4
3EKTG13IZUGUL61FL1UD7DC5KXZMLY,3P8QI1T9B14IMU69WNL9S8BJ5P6WOB,Analyze the sentiment in text fragments of a review,Analyze the sentiment of five different text fragments from various reviews.,"survey, sentiment",$0.15,Wed May 28 21:48:47 GMT 2014,11,BatchId:1549408;,3600,604800,Thu Jun 05 02:06:00 GMT 2014,,,3QRYMNZ7FZUR9LREWDG6V365I5RTNM,AM5CFEE9TX19X,Approved,Thu May 29 06:17:29 GMT 2014,Thu May 29 06:20:27 GMT 2014,Wed Jun 04 23:20:27 PDT 2014,Tue Jun 03 20:53:24 PDT 2014,,,178,88% (7/8),88% (7/8),0% (0/0),5.4,169,197,"There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'",'ZIZLyheuu_E',13.5,140,155,"I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.",'GHjV4avE88U',36.4,90,106,"Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.",'lNyQuF647QA',7.2,48,56,"Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.",'bKnoqnXe4cU',11.3,92,106,"Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.",'AzJ6ypiGGG0',21-40|India,Male,4,2,4,3,2
