HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.chunk_1_id,Input.chunk_1_start,Input.chunk_1_end,Input.chunk_1_text,Input.chunk_1_url,Input.chunk_2_id,Input.chunk_2_start,Input.chunk_2_end,Input.chunk_2_text,Input.chunk_2_url,Input.chunk_3_id,Input.chunk_3_start,Input.chunk_3_end,Input.chunk_3_text,Input.chunk_3_url,Input.chunk_4_id,Input.chunk_4_start,Input.chunk_4_end,Input.chunk_4_text,Input.chunk_4_url,Input.chunk_5_id,Input.chunk_5_start,Input.chunk_5_end,Input.chunk_5_text,Input.chunk_5_url,Answer.Age,Answer.Country,Answer.Gender,Answer.chunk_1_transcription,Answer.chunk_2_transcription,Answer.chunk_3_transcription,Answer.chunk_4_transcription,Answer.chunk_5_transcription,Answer.“chunk_1_polarity”,Answer.“chunk_2_polarity”,Answer.“chunk_3_polarity”,Answer.“chunk_4_polarity”,Answer.“chunk_5_polarity”,Approve,Reject
3YGYP13641MB6MHS2M6964A4VFYRNT,334916ZQEKI2THGM3RRFLMBOLZRTZK,Analyze the sentiment of audio-only fragments of a review,Analyze the sentiment of five different fragments from various reviews.,"survey, sentiment, audio",$0.15,Wed May 28 21:49:42 GMT 2014,11,BatchId:1549412;,3600,604800,Fri Jun 27 02:54:38 GMT 2014,,,3300DTYQT3UANZM9MAJS0B19KJ3QEI,A20PFY07U885LV,Approved,Sun Jun 08 15:12:15 GMT 2014,Sun Jun 08 15:23:56 GMT 2014,Sun Jun 15 15:23:56 GMT 2014,2014/06/15 15:24:19 +0000,,,701,100% (5/5),100% (5/5),100% (5/5),36.6,147,156,"So I didn't really you know play into the whole chicklet kind of aspect of it. I mean, it is the original chicklet when you think about it.",'lNyQuF647QA',1.1,0,17,"Hoi, this is my review of fangirl by rainbow rowell. It's been out in the US for quite a while now. It was published in the UK last month with a slightly different cover. My book comes with bonus content inside, including illustrations of some of the characters, and a little cartoon in the back which you shouldn't read if you haven't read the book yet, because it's a bit of a spoiler.",'FA1JsSytUQE',6.4,143,164,"What I kind of didn't like as much was the modern setting of it. They bullies were kind of like the sexy, popular girls. They take a video of Carrie and they upload it on youtube and they share it around like that, and what I really liked about the book was the old-fashioned setting. I know that it just wouldn't work for a modern adaptation to be set in that time, so I think obviously they've made the best choice.",'GfA_NcwkjmU',2.5,182,207,"Okay, so here's the too-long-didn't-watch version. The Fault in Our Stars is pretty much amazing, I can recommend this to anyone. It's kind of weird cuz it's not like a fun book you can recommend. There's lots of funny things in it but it's not a fun book, but it is very good. Also, to all of you Dutch <unintelligible> there's going to be some very exciting things happening surrounding The Fault in Our Stars in March, so uh get ready for that.",'5i0wDhyjXl8',19.3,76,98,"'You wrote House of Leaves, remember.' 'Yes.' 'House of Leaves, amazing book, that simultaneously destroyed and reconstructed modern storytelling, that house of leaves?' 'mm hmmm.' 'and you think a fitting addition to your cannon, is a fairy tale, told quite unnecessarily as a long-form poem?' 'Absolutely.'",'EgC2YG-BRxs',41-60,USA,Female,"so I didn't really, you know, play into the whole","Hi, this is my review of Fan Girl by Rainbow","I read the story already, what I didn't like as","is the name, so okay here's the too long didn't","how people feel in society today, how you go through",3,4,2,5,4
3YGYP13641MB6MHS2M6964A4VFYRNT,334916ZQEKI2THGM3RRFLMBOLZRTZK,Analyze the sentiment of audio-only fragments of a review,Analyze the sentiment of five different fragments from various reviews.,"survey, sentiment, audio",$0.15,Wed May 28 21:49:42 GMT 2014,11,BatchId:1549412;,3600,604800,Fri Jun 27 02:54:38 GMT 2014,,,33TIN5LC05N215ME59K0LJ30SM1Y9Y,A1CCNTL5RNF3LS,Approved,Mon Jun 02 10:30:51 GMT 2014,Mon Jun 02 10:35:05 GMT 2014,Mon Jun 09 03:35:05 PDT 2014,Tue Jun 03 21:36:23 PDT 2014,,,254,88% (42/48),88% (42/48),0% (0/0),36.6,147,156,"So I didn't really you know play into the whole chicklet kind of aspect of it. I mean, it is the original chicklet when you think about it.",'lNyQuF647QA',1.1,0,17,"Hoi, this is my review of fangirl by rainbow rowell. It's been out in the US for quite a while now. It was published in the UK last month with a slightly different cover. My book comes with bonus content inside, including illustrations of some of the characters, and a little cartoon in the back which you shouldn't read if you haven't read the book yet, because it's a bit of a spoiler.",'FA1JsSytUQE',6.4,143,164,"What I kind of didn't like as much was the modern setting of it. They bullies were kind of like the sexy, popular girls. They take a video of Carrie and they upload it on youtube and they share it around like that, and what I really liked about the book was the old-fashioned setting. I know that it just wouldn't work for a modern adaptation to be set in that time, so I think obviously they've made the best choice.",'GfA_NcwkjmU',2.5,182,207,"Okay, so here's the too-long-didn't-watch version. The Fault in Our Stars is pretty much amazing, I can recommend this to anyone. It's kind of weird cuz it's not like a fun book you can recommend. There's lots of funny things in it but it's not a fun book, but it is very good. Also, to all of you Dutch <unintelligible> there's going to be some very exciting things happening surrounding The Fault in Our Stars in March, so uh get ready for that.",'5i0wDhyjXl8',19.3,76,98,"'You wrote House of Leaves, remember.' 'Yes.' 'House of Leaves, amazing book, that simultaneously destroyed and reconstructed modern storytelling, that house of leaves?' 'mm hmmm.' 'and you think a fitting addition to your cannon, is a fairy tale, told quite unnecessarily as a long-form poem?' 'Absolutely.'",'EgC2YG-BRxs',21-40,usa,Female,"so i did really, you know, play into the whole","hi, this is my review of Fan Girl by Rainbow Rowell. It's been out","story already. What i, kind of, didn't like as much, was the modern setting of it","the name. Okay, so here is that too long, didn't watch version. The","how people feel in society today - how you go through high school. So, it is a little",3,4,2,5,4
3YGYP13641MB6MHS2M6964A4VFYRNT,334916ZQEKI2THGM3RRFLMBOLZRTZK,Analyze the sentiment of audio-only fragments of a review,Analyze the sentiment of five different fragments from various reviews.,"survey, sentiment, audio",$0.15,Wed May 28 21:49:42 GMT 2014,11,BatchId:1549412;,3600,604800,Fri Jun 27 02:54:38 GMT 2014,,,345LHZDEDY5Z5UDTEZM1RLU1W903UE,A24QX49QCFKLDH,Approved,Wed Jun 04 01:05:04 GMT 2014,Wed Jun 04 01:12:45 GMT 2014,Tue Jun 10 18:12:45 PDT 2014,Tue Jun 03 21:36:15 PDT 2014,,,461,93% (76/82),93% (76/82),0% (0/0),36.6,147,156,"So I didn't really you know play into the whole chicklet kind of aspect of it. I mean, it is the original chicklet when you think about it.",'lNyQuF647QA',1.1,0,17,"Hoi, this is my review of fangirl by rainbow rowell. It's been out in the US for quite a while now. It was published in the UK last month with a slightly different cover. My book comes with bonus content inside, including illustrations of some of the characters, and a little cartoon in the back which you shouldn't read if you haven't read the book yet, because it's a bit of a spoiler.",'FA1JsSytUQE',6.4,143,164,"What I kind of didn't like as much was the modern setting of it. They bullies were kind of like the sexy, popular girls. They take a video of Carrie and they upload it on youtube and they share it around like that, and what I really liked about the book was the old-fashioned setting. I know that it just wouldn't work for a modern adaptation to be set in that time, so I think obviously they've made the best choice.",'GfA_NcwkjmU',2.5,182,207,"Okay, so here's the too-long-didn't-watch version. The Fault in Our Stars is pretty much amazing, I can recommend this to anyone. It's kind of weird cuz it's not like a fun book you can recommend. There's lots of funny things in it but it's not a fun book, but it is very good. Also, to all of you Dutch <unintelligible> there's going to be some very exciting things happening surrounding The Fault in Our Stars in March, so uh get ready for that.",'5i0wDhyjXl8',19.3,76,98,"'You wrote House of Leaves, remember.' 'Yes.' 'House of Leaves, amazing book, that simultaneously destroyed and reconstructed modern storytelling, that house of leaves?' 'mm hmmm.' 'and you think a fitting addition to your cannon, is a fairy tale, told quite unnecessarily as a long-form poem?' 'Absolutely.'",'EgC2YG-BRxs',21-40,Croatia,Female,"So I didn't really, you know, play into the whole",Hi! This is my review of Fangirl by Rainbow Rowell,...story already. What I didn't really like as much was,"pronounces the name. Ok, so here's that too long and","How people feel in society today, how you go through",3,3,3,5,4
3YGYP13641MB6MHS2M6964A4VFYRNT,334916ZQEKI2THGM3RRFLMBOLZRTZK,Analyze the sentiment of audio-only fragments of a review,Analyze the sentiment of five different fragments from various reviews.,"survey, sentiment, audio",$0.15,Wed May 28 21:49:42 GMT 2014,11,BatchId:1549412;,3600,604800,Fri Jun 27 02:54:38 GMT 2014,,,39ASUFLU6YKUWWNL8OEKUJX2HGIXE2,A2GYWG3QKKC2E1,Approved,Wed Jun 04 12:50:43 GMT 2014,Wed Jun 04 13:00:39 GMT 2014,Wed Jun 11 06:00:39 PDT 2014,Thu Jun 05 16:36:18 PDT 2014,,,596,85% (70/82),85% (70/82),0% (0/0),36.6,147,156,"So I didn't really you know play into the whole chicklet kind of aspect of it. I mean, it is the original chicklet when you think about it.",'lNyQuF647QA',1.1,0,17,"Hoi, this is my review of fangirl by rainbow rowell. It's been out in the US for quite a while now. It was published in the UK last month with a slightly different cover. My book comes with bonus content inside, including illustrations of some of the characters, and a little cartoon in the back which you shouldn't read if you haven't read the book yet, because it's a bit of a spoiler.",'FA1JsSytUQE',6.4,143,164,"What I kind of didn't like as much was the modern setting of it. They bullies were kind of like the sexy, popular girls. They take a video of Carrie and they upload it on youtube and they share it around like that, and what I really liked about the book was the old-fashioned setting. I know that it just wouldn't work for a modern adaptation to be set in that time, so I think obviously they've made the best choice.",'GfA_NcwkjmU',2.5,182,207,"Okay, so here's the too-long-didn't-watch version. The Fault in Our Stars is pretty much amazing, I can recommend this to anyone. It's kind of weird cuz it's not like a fun book you can recommend. There's lots of funny things in it but it's not a fun book, but it is very good. Also, to all of you Dutch <unintelligible> there's going to be some very exciting things happening surrounding The Fault in Our Stars in March, so uh get ready for that.",'5i0wDhyjXl8',19.3,76,98,"'You wrote House of Leaves, remember.' 'Yes.' 'House of Leaves, amazing book, that simultaneously destroyed and reconstructed modern storytelling, that house of leaves?' 'mm hmmm.' 'and you think a fitting addition to your cannon, is a fairy tale, told quite unnecessarily as a long-form poem?' 'Absolutely.'",'EgC2YG-BRxs',21-40,United States,Female,"so I didn't really, you know play into the whole","hi, this is my review of fangirl by rainbow rawell","the story already, what I kind of didn't like as","announces the name, okay so here's that too long didn't","how people feel in society today, how you go through",2,3,4,4,3
3YGYP13641MB6MHS2M6964A4VFYRNT,334916ZQEKI2THGM3RRFLMBOLZRTZK,Analyze the sentiment of audio-only fragments of a review,Analyze the sentiment of five different fragments from various reviews.,"survey, sentiment, audio",$0.15,Wed May 28 21:49:42 GMT 2014,11,BatchId:1549412;,3600,604800,Fri Jun 27 02:54:38 GMT 2014,,,3DZQRBDBSMSJQHLPPUR1CKCDBOWS3S,A1TAFZWCRRGH2D,Submitted,Wed Jun 11 20:14:05 GMT 2014,Wed Jun 11 20:22:16 GMT 2014,Wed Jun 18 13:22:16 PDT 2014,,,,491,0% (0/0),0% (0/0),0% (0/0),36.6,147,156,"So I didn't really you know play into the whole chicklet kind of aspect of it. I mean, it is the original chicklet when you think about it.",'lNyQuF647QA',1.1,0,17,"Hoi, this is my review of fangirl by rainbow rowell. It's been out in the US for quite a while now. It was published in the UK last month with a slightly different cover. My book comes with bonus content inside, including illustrations of some of the characters, and a little cartoon in the back which you shouldn't read if you haven't read the book yet, because it's a bit of a spoiler.",'FA1JsSytUQE',6.4,143,164,"What I kind of didn't like as much was the modern setting of it. They bullies were kind of like the sexy, popular girls. They take a video of Carrie and they upload it on youtube and they share it around like that, and what I really liked about the book was the old-fashioned setting. I know that it just wouldn't work for a modern adaptation to be set in that time, so I think obviously they've made the best choice.",'GfA_NcwkjmU',2.5,182,207,"Okay, so here's the too-long-didn't-watch version. The Fault in Our Stars is pretty much amazing, I can recommend this to anyone. It's kind of weird cuz it's not like a fun book you can recommend. There's lots of funny things in it but it's not a fun book, but it is very good. Also, to all of you Dutch <unintelligible> there's going to be some very exciting things happening surrounding The Fault in Our Stars in March, so uh get ready for that.",'5i0wDhyjXl8',19.3,76,98,"'You wrote House of Leaves, remember.' 'Yes.' 'House of Leaves, amazing book, that simultaneously destroyed and reconstructed modern storytelling, that house of leaves?' 'mm hmmm.' 'and you think a fitting addition to your cannon, is a fairy tale, told quite unnecessarily as a long-form poem?' 'Absolutely.'",'EgC2YG-BRxs',41-60,USA,Male,"So I didn't really, you know, play into the whole",Hi. This is my review of Fangirl by Rainbow Rowell.,story already. What I didn't like as much was the,the name. Okay so here's that 'too long-didn't watch',how people feel in society today. How you go through,2,3,2,5,4
3YGYP13641MB6MHS2M6964A4VFYRNT,334916ZQEKI2THGM3RRFLMBOLZRTZK,Analyze the sentiment of audio-only fragments of a review,Analyze the sentiment of five different fragments from various reviews.,"survey, sentiment, audio",$0.15,Wed May 28 21:49:42 GMT 2014,11,BatchId:1549412;,3600,604800,Fri Jun 27 02:54:38 GMT 2014,,,3L4D84MIL055LM9YHL7PODM0ZE8HJO,AR2UAQ2TJ32MW,Submitted,Sun Jun 15 10:42:54 GMT 2014,Sun Jun 15 10:50:07 GMT 2014,Sun Jun 22 03:50:07 PDT 2014,,,,433,0% (0/0),0% (0/0),0% (0/0),36.6,147,156,"So I didn't really you know play into the whole chicklet kind of aspect of it. I mean, it is the original chicklet when you think about it.",'lNyQuF647QA',1.1,0,17,"Hoi, this is my review of fangirl by rainbow rowell. It's been out in the US for quite a while now. It was published in the UK last month with a slightly different cover. My book comes with bonus content inside, including illustrations of some of the characters, and a little cartoon in the back which you shouldn't read if you haven't read the book yet, because it's a bit of a spoiler.",'FA1JsSytUQE',6.4,143,164,"What I kind of didn't like as much was the modern setting of it. They bullies were kind of like the sexy, popular girls. They take a video of Carrie and they upload it on youtube and they share it around like that, and what I really liked about the book was the old-fashioned setting. I know that it just wouldn't work for a modern adaptation to be set in that time, so I think obviously they've made the best choice.",'GfA_NcwkjmU',2.5,182,207,"Okay, so here's the too-long-didn't-watch version. The Fault in Our Stars is pretty much amazing, I can recommend this to anyone. It's kind of weird cuz it's not like a fun book you can recommend. There's lots of funny things in it but it's not a fun book, but it is very good. Also, to all of you Dutch <unintelligible> there's going to be some very exciting things happening surrounding The Fault in Our Stars in March, so uh get ready for that.",'5i0wDhyjXl8',19.3,76,98,"'You wrote House of Leaves, remember.' 'Yes.' 'House of Leaves, amazing book, that simultaneously destroyed and reconstructed modern storytelling, that house of leaves?' 'mm hmmm.' 'and you think a fitting addition to your cannon, is a fairy tale, told quite unnecessarily as a long-form poem?' 'Absolutely.'",'EgC2YG-BRxs',21-40,India,Female,,,,,,2,4,1,3,4,,Unique transcriptions were not provided for all five fragments
3YGYP13641MB6MHS2M6964A4VFYRNT,334916ZQEKI2THGM3RRFLMBOLZRTZK,Analyze the sentiment of audio-only fragments of a review,Analyze the sentiment of five different fragments from various reviews.,"survey, sentiment, audio",$0.15,Wed May 28 21:49:42 GMT 2014,11,BatchId:1549412;,3600,604800,Fri Jun 27 02:54:38 GMT 2014,,,3MHW492WW1Q04VA3P71LJ65QAAIVM9,A33LBKHYRD68LZ,Rejected,Fri Jun 06 20:40:58 GMT 2014,Fri Jun 06 20:43:02 GMT 2014,Fri Jun 13 13:43:02 PDT 2014,,Mon Jun 09 19:54:38 PDT 2014,Unique transcriptions were not provided for all five fragments,124,0% (0/58),0% (0/58),0% (0/0),36.6,147,156,"So I didn't really you know play into the whole chicklet kind of aspect of it. I mean, it is the original chicklet when you think about it.",'lNyQuF647QA',1.1,0,17,"Hoi, this is my review of fangirl by rainbow rowell. It's been out in the US for quite a while now. It was published in the UK last month with a slightly different cover. My book comes with bonus content inside, including illustrations of some of the characters, and a little cartoon in the back which you shouldn't read if you haven't read the book yet, because it's a bit of a spoiler.",'FA1JsSytUQE',6.4,143,164,"What I kind of didn't like as much was the modern setting of it. They bullies were kind of like the sexy, popular girls. They take a video of Carrie and they upload it on youtube and they share it around like that, and what I really liked about the book was the old-fashioned setting. I know that it just wouldn't work for a modern adaptation to be set in that time, so I think obviously they've made the best choice.",'GfA_NcwkjmU',2.5,182,207,"Okay, so here's the too-long-didn't-watch version. The Fault in Our Stars is pretty much amazing, I can recommend this to anyone. It's kind of weird cuz it's not like a fun book you can recommend. There's lots of funny things in it but it's not a fun book, but it is very good. Also, to all of you Dutch <unintelligible> there's going to be some very exciting things happening surrounding The Fault in Our Stars in March, so uh get ready for that.",'5i0wDhyjXl8',19.3,76,98,"'You wrote House of Leaves, remember.' 'Yes.' 'House of Leaves, amazing book, that simultaneously destroyed and reconstructed modern storytelling, that house of leaves?' 'mm hmmm.' 'and you think a fitting addition to your cannon, is a fairy tale, told quite unnecessarily as a long-form poem?' 'Absolutely.'",'EgC2YG-BRxs',21-40,,Male,,,,,,4,5,5,4,5,,Unique transcriptions were not provided for all five fragments
3YGYP13641MB6MHS2M6964A4VFYRNT,334916ZQEKI2THGM3RRFLMBOLZRTZK,Analyze the sentiment of audio-only fragments of a review,Analyze the sentiment of five different fragments from various reviews.,"survey, sentiment, audio",$0.15,Wed May 28 21:49:42 GMT 2014,11,BatchId:1549412;,3600,604800,Fri Jun 27 02:54:38 GMT 2014,,,3SLE99ER0OQLUOBGZF0FQW7SMEQBZQ,A508UYW614EB1,Approved,Sat May 31 00:37:00 GMT 2014,Sat May 31 00:42:11 GMT 2014,Fri Jun 06 17:42:11 PDT 2014,Tue Jun 03 21:36:18 PDT 2014,,,311,100% (1/1),100% (1/1),0% (0/0),36.6,147,156,"So I didn't really you know play into the whole chicklet kind of aspect of it. I mean, it is the original chicklet when you think about it.",'lNyQuF647QA',1.1,0,17,"Hoi, this is my review of fangirl by rainbow rowell. It's been out in the US for quite a while now. It was published in the UK last month with a slightly different cover. My book comes with bonus content inside, including illustrations of some of the characters, and a little cartoon in the back which you shouldn't read if you haven't read the book yet, because it's a bit of a spoiler.",'FA1JsSytUQE',6.4,143,164,"What I kind of didn't like as much was the modern setting of it. They bullies were kind of like the sexy, popular girls. They take a video of Carrie and they upload it on youtube and they share it around like that, and what I really liked about the book was the old-fashioned setting. I know that it just wouldn't work for a modern adaptation to be set in that time, so I think obviously they've made the best choice.",'GfA_NcwkjmU',2.5,182,207,"Okay, so here's the too-long-didn't-watch version. The Fault in Our Stars is pretty much amazing, I can recommend this to anyone. It's kind of weird cuz it's not like a fun book you can recommend. There's lots of funny things in it but it's not a fun book, but it is very good. Also, to all of you Dutch <unintelligible> there's going to be some very exciting things happening surrounding The Fault in Our Stars in March, so uh get ready for that.",'5i0wDhyjXl8',19.3,76,98,"'You wrote House of Leaves, remember.' 'Yes.' 'House of Leaves, amazing book, that simultaneously destroyed and reconstructed modern storytelling, that house of leaves?' 'mm hmmm.' 'and you think a fitting addition to your cannon, is a fairy tale, told quite unnecessarily as a long-form poem?' 'Absolutely.'",'EgC2YG-BRxs',21-40,US,Female,So I didn't really you know play into the whole,Hi this is my review of fan girl by Rainbow,Story already what I didn't like as much was the,ok so heres that too long didn't watch version the,how people feel in society today how you go through,3,4,2,4,3
3YGYP13641MB6MHS2M6964A4VFYRNT,334916ZQEKI2THGM3RRFLMBOLZRTZK,Analyze the sentiment of audio-only fragments of a review,Analyze the sentiment of five different fragments from various reviews.,"survey, sentiment, audio",$0.15,Wed May 28 21:49:42 GMT 2014,11,BatchId:1549412;,3600,604800,Fri Jun 27 02:54:38 GMT 2014,,,3VFJCI1K40C8JEX05KYG54WQUX1GRW,AYY7NLDN1K3C0,Submitted,Mon Jun 16 21:06:12 GMT 2014,Mon Jun 16 21:16:49 GMT 2014,Mon Jun 23 14:16:49 PDT 2014,,,,637,0% (0/0),0% (0/0),0% (0/0),36.6,147,156,"So I didn't really you know play into the whole chicklet kind of aspect of it. I mean, it is the original chicklet when you think about it.",'lNyQuF647QA',1.1,0,17,"Hoi, this is my review of fangirl by rainbow rowell. It's been out in the US for quite a while now. It was published in the UK last month with a slightly different cover. My book comes with bonus content inside, including illustrations of some of the characters, and a little cartoon in the back which you shouldn't read if you haven't read the book yet, because it's a bit of a spoiler.",'FA1JsSytUQE',6.4,143,164,"What I kind of didn't like as much was the modern setting of it. They bullies were kind of like the sexy, popular girls. They take a video of Carrie and they upload it on youtube and they share it around like that, and what I really liked about the book was the old-fashioned setting. I know that it just wouldn't work for a modern adaptation to be set in that time, so I think obviously they've made the best choice.",'GfA_NcwkjmU',2.5,182,207,"Okay, so here's the too-long-didn't-watch version. The Fault in Our Stars is pretty much amazing, I can recommend this to anyone. It's kind of weird cuz it's not like a fun book you can recommend. There's lots of funny things in it but it's not a fun book, but it is very good. Also, to all of you Dutch <unintelligible> there's going to be some very exciting things happening surrounding The Fault in Our Stars in March, so uh get ready for that.",'5i0wDhyjXl8',19.3,76,98,"'You wrote House of Leaves, remember.' 'Yes.' 'House of Leaves, amazing book, that simultaneously destroyed and reconstructed modern storytelling, that house of leaves?' 'mm hmmm.' 'and you think a fitting addition to your cannon, is a fairy tale, told quite unnecessarily as a long-form poem?' 'Absolutely.'",'EgC2YG-BRxs',21-40,Canada,Female,"So, I didn't really, you know, play into the whole.","Hi. This is my review of Fangirl, by Rainbow Rowell.","entire story already, but what I really didn't like as","is the name. Okay, so here's the too long, didn't","how people feel in society and today, how you go",4,4,2,3,4,,One or more answers did not agree with Golden HIT answer
3YGYP13641MB6MHS2M6964A4VFYRNT,334916ZQEKI2THGM3RRFLMBOLZRTZK,Analyze the sentiment of audio-only fragments of a review,Analyze the sentiment of five different fragments from various reviews.,"survey, sentiment, audio",$0.15,Wed May 28 21:49:42 GMT 2014,11,BatchId:1549412;,3600,604800,Fri Jun 27 02:54:38 GMT 2014,,,3Y4W8Q93L0XX014QCE2I0GIW1R7VDY,A3CKOPCOYC053C,Approved,Tue Jun 03 01:03:32 GMT 2014,Tue Jun 03 01:11:39 GMT 2014,Mon Jun 09 18:11:39 PDT 2014,Tue Jun 03 21:36:17 PDT 2014,,,487,100% (1/1),100% (1/1),0% (0/0),36.6,147,156,"So I didn't really you know play into the whole chicklet kind of aspect of it. I mean, it is the original chicklet when you think about it.",'lNyQuF647QA',1.1,0,17,"Hoi, this is my review of fangirl by rainbow rowell. It's been out in the US for quite a while now. It was published in the UK last month with a slightly different cover. My book comes with bonus content inside, including illustrations of some of the characters, and a little cartoon in the back which you shouldn't read if you haven't read the book yet, because it's a bit of a spoiler.",'FA1JsSytUQE',6.4,143,164,"What I kind of didn't like as much was the modern setting of it. They bullies were kind of like the sexy, popular girls. They take a video of Carrie and they upload it on youtube and they share it around like that, and what I really liked about the book was the old-fashioned setting. I know that it just wouldn't work for a modern adaptation to be set in that time, so I think obviously they've made the best choice.",'GfA_NcwkjmU',2.5,182,207,"Okay, so here's the too-long-didn't-watch version. The Fault in Our Stars is pretty much amazing, I can recommend this to anyone. It's kind of weird cuz it's not like a fun book you can recommend. There's lots of funny things in it but it's not a fun book, but it is very good. Also, to all of you Dutch <unintelligible> there's going to be some very exciting things happening surrounding The Fault in Our Stars in March, so uh get ready for that.",'5i0wDhyjXl8',19.3,76,98,"'You wrote House of Leaves, remember.' 'Yes.' 'House of Leaves, amazing book, that simultaneously destroyed and reconstructed modern storytelling, that house of leaves?' 'mm hmmm.' 'and you think a fitting addition to your cannon, is a fairy tale, told quite unnecessarily as a long-form poem?' 'Absolutely.'",'EgC2YG-BRxs',21-40,USA,Female,"So I didn't you know, really play into the whole chicklet",Hi this is an interview of fangirl by rainbow rowell.,"Familiar with the story already, what I kind of didn't","okay so here is that too long, didn't watch version","How people feel in society today, how you go through",2,4,3,4,3
