"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.chunk_1_id","Input.chunk_1_start","Input.chunk_1_end","Input.chunk_1_text","Input.chunk_1_url","Input.chunk_2_id","Input.chunk_2_start","Input.chunk_2_end","Input.chunk_2_text","Input.chunk_2_url","Input.chunk_3_id","Input.chunk_3_start","Input.chunk_3_end","Input.chunk_3_text","Input.chunk_3_url","Input.chunk_4_id","Input.chunk_4_start","Input.chunk_4_end","Input.chunk_4_text","Input.chunk_4_url","Input.chunk_5_id","Input.chunk_5_start","Input.chunk_5_end","Input.chunk_5_text","Input.chunk_5_url","Answer.Age","Answer.Country","Answer.Gender","Answer.“chunk_1_polarity”","Answer.“chunk_2_polarity”","Answer.“chunk_3_polarity”","Answer.“chunk_4_polarity”","Answer.“chunk_5_polarity”","Approve","Reject"
"3IKMEYR0LW8TUWF4QJZSD4LSPSDK22","3BWB13R123EBJVS3XNCCQMI61X5AIK","Analyze the sentiment of video-only fragments from a review.","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, video","$0.15","Wed May 28 21:51:19 GMT 2014","10","BatchId:1549416;","3600","604800","Wed Jun 04 21:51:19 GMT 2014","","","37TRT2X24R4VU96CHTXT22J23EHBJ5","A2B3ZS2XWMPUTR","Approved","Thu May 29 00:16:10 GMT 2014","Thu May 29 00:20:13 GMT 2014","Wed Jun 04 17:20:13 PDT 2014","Tue Jun 03 20:50:46 PDT 2014","","","243","85% (23/27)","85% (23/27)","96% (23/24)","5.4","169","197","There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'","'ZIZLyheuu_E'","13.5","140","155","I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.","'GHjV4avE88U'","36.4","90","106","Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.","'lNyQuF647QA'","7.2","48","56","Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.","'bKnoqnXe4cU'","11.3","92","106","Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.","'AzJ6ypiGGG0'","41-60","United States","Female","3","2","2","4","4"
"3IKMEYR0LW8TUWF4QJZSD4LSPSDK22","3BWB13R123EBJVS3XNCCQMI61X5AIK","Analyze the sentiment of video-only fragments from a review.","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, video","$0.15","Wed May 28 21:51:19 GMT 2014","10","BatchId:1549416;","3600","604800","Wed Jun 04 21:51:19 GMT 2014","","","3CFJTT4SXU3CXMJGMU0DLZI67DH7IR","A3L0I55SEJU1HJ","Approved","Mon Jun 02 11:13:35 GMT 2014","Mon Jun 02 11:23:45 GMT 2014","Mon Jun 09 04:23:45 PDT 2014","Tue Jun 03 20:50:45 PDT 2014","","","610","100% (1/1)","100% (1/1)","100% (1/1)","5.4","169","197","There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'","'ZIZLyheuu_E'","13.5","140","155","I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.","'GHjV4avE88U'","36.4","90","106","Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.","'lNyQuF647QA'","7.2","48","56","Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.","'bKnoqnXe4cU'","11.3","92","106","Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.","'AzJ6ypiGGG0'","41-60","India","Male","2","4","4","3","3"
"3IKMEYR0LW8TUWF4QJZSD4LSPSDK22","3BWB13R123EBJVS3XNCCQMI61X5AIK","Analyze the sentiment of video-only fragments from a review.","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, video","$0.15","Wed May 28 21:51:19 GMT 2014","10","BatchId:1549416;","3600","604800","Wed Jun 04 21:51:19 GMT 2014","","","3E1QT0TDFQMGX0OZWZSJZZE1ITAI84","A32BIDGWOVYA9T","Approved","Thu May 29 03:21:01 GMT 2014","Thu May 29 03:26:12 GMT 2014","Wed Jun 04 20:26:12 PDT 2014","Tue Jun 03 20:50:42 PDT 2014","","","311","79% (37/47)","79% (37/47)","80% (37/46)","5.4","169","197","There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'","'ZIZLyheuu_E'","13.5","140","155","I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.","'GHjV4avE88U'","36.4","90","106","Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.","'lNyQuF647QA'","7.2","48","56","Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.","'bKnoqnXe4cU'","11.3","92","106","Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.","'AzJ6ypiGGG0'","21-40","india","Female","3","4","5","4","4"
"3IKMEYR0LW8TUWF4QJZSD4LSPSDK22","3BWB13R123EBJVS3XNCCQMI61X5AIK","Analyze the sentiment of video-only fragments from a review.","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, video","$0.15","Wed May 28 21:51:19 GMT 2014","10","BatchId:1549416;","3600","604800","Wed Jun 04 21:51:19 GMT 2014","","","3EWIJTFFVPKMZ6HA5CPDL5AR72XE0A","A2GYWG3QKKC2E1","Approved","Thu May 29 13:54:58 GMT 2014","Thu May 29 14:02:55 GMT 2014","Thu Jun 05 07:02:55 PDT 2014","Tue Jun 03 20:50:50 PDT 2014","","","477","91% (42/46)","91% (42/46)","91% (42/46)","5.4","169","197","There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'","'ZIZLyheuu_E'","13.5","140","155","I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.","'GHjV4avE88U'","36.4","90","106","Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.","'lNyQuF647QA'","7.2","48","56","Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.","'bKnoqnXe4cU'","11.3","92","106","Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.","'AzJ6ypiGGG0'","21-40","United States","Female","4","4","4","3","5"
"3IKMEYR0LW8TUWF4QJZSD4LSPSDK22","3BWB13R123EBJVS3XNCCQMI61X5AIK","Analyze the sentiment of video-only fragments from a review.","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, video","$0.15","Wed May 28 21:51:19 GMT 2014","10","BatchId:1549416;","3600","604800","Wed Jun 04 21:51:19 GMT 2014","","","3G5F9DBFOQAECH9SYAL8R1XUTHEHV3","A10XXWCA8N4XZS","Approved","Sun Jun 01 07:05:06 GMT 2014","Sun Jun 01 07:08:16 GMT 2014","Sun Jun 08 00:08:16 PDT 2014","Tue Jun 03 20:50:40 PDT 2014","","","190","92% (82/89)","92% (82/89)","92% (82/89)","5.4","169","197","There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'","'ZIZLyheuu_E'","13.5","140","155","I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.","'GHjV4avE88U'","36.4","90","106","Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.","'lNyQuF647QA'","7.2","48","56","Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.","'bKnoqnXe4cU'","11.3","92","106","Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.","'AzJ6ypiGGG0'","21-40","INDIA","Male","4","3","2","3","3"
"3IKMEYR0LW8TUWF4QJZSD4LSPSDK22","3BWB13R123EBJVS3XNCCQMI61X5AIK","Analyze the sentiment of video-only fragments from a review.","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, video","$0.15","Wed May 28 21:51:19 GMT 2014","10","BatchId:1549416;","3600","604800","Wed Jun 04 21:51:19 GMT 2014","","","3HSYG7LRBKBRYWGO5RAY2K255YLKKU","A1BP1RIOY20DTW","Approved","Fri May 30 04:49:32 GMT 2014","Fri May 30 05:03:58 GMT 2014","Thu Jun 05 22:03:58 PDT 2014","Tue Jun 03 20:50:48 PDT 2014","","","866","100% (1/1)","100% (1/1)","100% (1/1)","5.4","169","197","There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'","'ZIZLyheuu_E'","13.5","140","155","I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.","'GHjV4avE88U'","36.4","90","106","Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.","'lNyQuF647QA'","7.2","48","56","Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.","'bKnoqnXe4cU'","11.3","92","106","Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.","'AzJ6ypiGGG0'","21-40","india","Male","5","4","2","4","5"
"3IKMEYR0LW8TUWF4QJZSD4LSPSDK22","3BWB13R123EBJVS3XNCCQMI61X5AIK","Analyze the sentiment of video-only fragments from a review.","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, video","$0.15","Wed May 28 21:51:19 GMT 2014","10","BatchId:1549416;","3600","604800","Wed Jun 04 21:51:19 GMT 2014","","","3SEPORI8WOCGBE6OT10JVLNM4UIZAS","A1ZZ0H4IM94QTB","Approved","Thu May 29 13:57:40 GMT 2014","Thu May 29 14:03:16 GMT 2014","Thu Jun 05 07:03:16 PDT 2014","Tue Jun 03 20:50:45 PDT 2014","","","336","100% (11/11)","100% (11/11)","100% (11/11)","5.4","169","197","There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'","'ZIZLyheuu_E'","13.5","140","155","I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.","'GHjV4avE88U'","36.4","90","106","Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.","'lNyQuF647QA'","7.2","48","56","Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.","'bKnoqnXe4cU'","11.3","92","106","Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.","'AzJ6ypiGGG0'","41-60","United States","Female","5","2","1","4","5"
"3IKMEYR0LW8TUWF4QJZSD4LSPSDK22","3BWB13R123EBJVS3XNCCQMI61X5AIK","Analyze the sentiment of video-only fragments from a review.","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, video","$0.15","Wed May 28 21:51:19 GMT 2014","10","BatchId:1549416;","3600","604800","Wed Jun 04 21:51:19 GMT 2014","","","3WETL7AQWULIKFNEDYETJ92LXLR352","A397K3GXRY7U78","Approved","Thu May 29 19:59:52 GMT 2014","Thu May 29 20:02:38 GMT 2014","Thu Jun 05 13:02:38 PDT 2014","Tue Jun 03 20:50:38 PDT 2014","","","166","100% (2/2)","100% (2/2)","100% (2/2)","5.4","169","197","There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'","'ZIZLyheuu_E'","13.5","140","155","I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.","'GHjV4avE88U'","36.4","90","106","Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.","'lNyQuF647QA'","7.2","48","56","Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.","'bKnoqnXe4cU'","11.3","92","106","Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.","'AzJ6ypiGGG0'","41-60","USA","Female","2","5","2","4","2"
"3IKMEYR0LW8TUWF4QJZSD4LSPSDK22","3BWB13R123EBJVS3XNCCQMI61X5AIK","Analyze the sentiment of video-only fragments from a review.","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, video","$0.15","Wed May 28 21:51:19 GMT 2014","10","BatchId:1549416;","3600","604800","Wed Jun 04 21:51:19 GMT 2014","","","3YMTUJH0DTT5NDH8E81AWU05RPO4TW","A2W7FJSCH7SV0I","Approved","Fri May 30 06:24:37 GMT 2014","Fri May 30 06:26:21 GMT 2014","Thu Jun 05 23:26:21 PDT 2014","Tue Jun 03 20:50:39 PDT 2014","","","104","100% (5/5)","100% (5/5)","100% (5/5)","5.4","169","197","There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'","'ZIZLyheuu_E'","13.5","140","155","I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.","'GHjV4avE88U'","36.4","90","106","Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.","'lNyQuF647QA'","7.2","48","56","Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.","'bKnoqnXe4cU'","11.3","92","106","Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.","'AzJ6ypiGGG0'","21-40","India","Female","5","4","4","2","4"
"3IKMEYR0LW8TUWF4QJZSD4LSPSDK22","3BWB13R123EBJVS3XNCCQMI61X5AIK","Analyze the sentiment of video-only fragments from a review.","Analyze the sentiment of five different fragments from various reviews.","survey, sentiment, video","$0.15","Wed May 28 21:51:19 GMT 2014","10","BatchId:1549416;","3600","604800","Wed Jun 04 21:51:19 GMT 2014","","","3YW4XOSQKRY3VRZERV8I3SF4YIYU1B","A3QZMGTVA4VO44","Approved","Thu May 29 15:25:36 GMT 2014","Thu May 29 15:28:53 GMT 2014","Thu Jun 05 08:28:53 PDT 2014","Tue Jun 03 20:50:46 PDT 2014","","","197","98% (53/54)","98% (53/54)","98% (53/54)","5.4","169","197","There's the bit where the pastor has to deal with all the crazy ladies in his congregation and one woman didn't show up to the meeting and all the other ladies are pissed that she isn't there, and then the pastor says, 'Isn't it funny that the rapture finally happens and the only person to be taken away is Cynthia?' This is the same lady again who says that, 'She once heard that the best thing for the planet would be for everyone to stay in one place for five years. No more transience, no more geographical cures, no more petro holidays. Just a simple commitment to one spot.'","'ZIZLyheuu_E'","13.5","140","155","I had to take it segmented. I had to read a chapter and then I watched clueless, and then I read a chapter, and then I watched Romy and Michele's High School Reunion, and then I read a chapter, and I watched Heather's -- Heather's probably wasn't the best decision in hindsight.","'GHjV4avE88U'","36.4","90","106","Anyway there's no point in me telling you the story of Pride and Prejudice, everyone knows the story of Pride and Prejudice. You know how it ends. I'm not gonna tell you how it ends, just in case you haven't read this novel, I mean you have had 200 years, so you know, it's kinda your own fault if you read spoilers anywhere.","'lNyQuF647QA'","7.2","48","56","Denise and I are planning a trip to Paris and London this year, but I'm hoping maybe two years from now to do Scotland and Ireland.","'bKnoqnXe4cU'","11.3","92","106","Now lets talk about Ed, who is the love interest in this book. To be honest, Ed was a character that we didn't know much about, and it was at times hard to get to know him. All we really knew about him was what Min had to say about him. It all felt very one sided.","'AzJ6ypiGGG0'","21-40","India","Male","4","4","1","4","4"
